-1.7709,-0.034171,0.29931,0.43465,0.69158,0.18535
1.7296,0.45209,0.18146,-0.57928,-0.80174,-0.55271
1.603,-1.066,-0.30649,-0.24449,-0.58957,0.1648
-1.1121,-1.0195,-0.79085,0.16639,0.99561,0.80339
-1.7709,-0.034171,0.29931,0.43465,0.69158,0.18535
1.7296,0.45209,0.18146,-0.57928,-0.80174,-0.55271
1.603,-1.066,-0.30649,-0.24449,-0.58957,0.1648
-1.1121,-1.0195,-0.79085,0.16639,0.99561,0.80339
-1.8269,0.33604,0.45442,0.40496,0.62932,-0.0018694
1.755,0.25841,0.091452,-0.58864,-0.79123,-0.47868
1.4787,-1.278,-0.33091,-0.11083,-0.5165,0.29816
-1.1805,-0.99012,-0.71175,0.20361,0.98517,0.78076
-1.8284,0.2536,0.42468,0.38895,0.61907,0.037124
1.7454,0.3771,0.13379,-0.58173,-0.80507,-0.525
1.5543,-1.1632,-0.30974,-0.19722,-0.54743,0.22294
-1.163,-0.99517,-0.72482,0.2003,0.98744,0.78327
-1.8193,0.21385,0.38462,0.38544,0.61374,0.069564
1.7517,0.3064,0.12268,-0.59463,-0.8071,-0.49545
1.5246,-1.2247,-0.34098,-0.13713,-0.51685,0.2598
-1.1559,-1.0028,-0.73101,0.19853,0.99392,0.7857
-1.8124,0.14775,0.36016,0.42377,0.6482,0.096483
1.7375,0.42829,0.17596,-0.57427,-0.79613,-0.54898
1.5907,-1.0863,-0.3153,-0.23975,-0.58916,0.18237
-1.1384,-1.0126,-0.74529,0.18459,0.99003,0.79225
-1.8165,0.16442,0.37107,0.40956,0.6397,0.093433
1.7354,0.43857,0.17152,-0.57517,-0.79694,-0.54683
1.5943,-1.082,-0.30582,-0.24213,-0.59037,0.17289
-1.1405,-1.0115,-0.74295,0.18947,0.99067,0.78977
-1.8116,0.14345,0.348,0.41857,0.65969,0.11172
1.7375,0.42829,0.17596,-0.57427,-0.79613,-0.54898
1.5907,-1.0863,-0.3153,-0.23975,-0.58916,0.18237
-1.1354,-1.0169,-0.74719,0.18489,0.98849,0.79135
-1.8204,0.19595,0.38112,0.39398,0.61963,0.077921
1.739,0.41372,0.17024,-0.57707,-0.79909,-0.54619
1.5728,-1.1098,-0.32262,-0.2256,-0.56957,0.20072
-1.1525,-1.004,-0.73536,0.19548,0.99421,0.78694
-1.8161,0.18065,0.37551,0.4044,0.62982,0.087629
1.7454,0.3771,0.13379,-0.58173,-0.80507,-0.525
1.5543,-1.1632,-0.30974,-0.19722,-0.54743,0.22294
-1.1505,-1.0057,-0.73917,0.19185,0.99334,0.78777
-1.8116,0.14345,0.348,0.41857,0.65969,0.11172
1.7354,0.43857,0.17152,-0.57517,-0.79694,-0.54683
1.5943,-1.082,-0.30582,-0.24213,-0.59037,0.17289
-1.1354,-1.0169,-0.74719,0.18489,0.98849,0.79135
-1.8193,0.21385,0.38462,0.38544,0.61374,0.069564
1.7329,0.44639,0.17571,-0.57017,-0.79805,-0.55251
1.5854,-1.0836,-0.309,-0.24622,-0.57953,0.1781
-1.1559,-1.0028,-0.73101,0.19853,0.99392,0.7857
-1.8193,0.21385,0.38462,0.38544,0.61374,0.069564
1.7379,0.42215,0.16838,-0.57639,-0.79727,-0.54507
1.5757,-1.1036,-0.3157,-0.22984,-0.57381,0.19205
-1.1559,-1.0028,-0.73101,0.19853,0.99392,0.7857
-1.8049,0.113,0.33294,0.40681,0.65755,0.13229
1.7354,0.43857,0.17152,-0.57517,-0.79694,-0.54683
1.5943,-1.082,-0.30582,-0.24213,-0.59037,0.17289
-1.1309,-1.0193,-0.75338,0.18603,0.99227,0.79195
-1.8049,0.113,0.33294,0.40681,0.65755,0.13229
1.7375,0.42829,0.17596,-0.57427,-0.79613,-0.54898
1.5907,-1.0863,-0.3153,-0.23975,-0.58916,0.18237
-1.1309,-1.0193,-0.75338,0.18603,0.99227,0.79195
-1.8049,0.113,0.33294,0.40681,0.65755,0.13229
1.7375,0.42829,0.17596,-0.57427,-0.79613,-0.54898
1.5907,-1.0863,-0.3153,-0.23975,-0.58916,0.18237
-1.1309,-1.0193,-0.75338,0.18603,0.99227,0.79195
-1.8049,0.113,0.33294,0.40681,0.65755,0.13229
1.7354,0.43857,0.17152,-0.57517,-0.79694,-0.54683
1.5943,-1.082,-0.30582,-0.24213,-0.59037,0.17289
-1.1309,-1.0193,-0.75338,0.18603,0.99227,0.79195
-1.8049,0.113,0.33294,0.40681,0.65755,0.13229
1.739,0.41372,0.17024,-0.57707,-0.79909,-0.54619
1.5861,-1.1011,-0.31902,-0.22984,-0.58167,0.19422
-1.1309,-1.0193,-0.75338,0.18603,0.99227,0.79195
-1.8049,0.113,0.33294,0.40681,0.65755,0.13229
1.7375,0.42829,0.17596,-0.57427,-0.79613,-0.54898
1.5907,-1.0863,-0.3153,-0.23975,-0.58916,0.18237
-1.1309,-1.0193,-0.75338,0.18603,0.99227,0.79195
-1.7919,0.00814,0.29727,0.41555,0.6879,0.18508
1.7354,0.43857,0.17152,-0.57517,-0.79694,-0.54683
1.5943,-1.082,-0.30582,-0.24213,-0.59037,0.17289
-1.1117,-1.0238,-0.77932,0.17543,0.99381,0.79733
-1.7709,-0.034171,0.29931,0.43465,0.69158,0.18535
1.7354,0.43857,0.17152,-0.57517,-0.79694,-0.54683
1.5943,-1.082,-0.30582,-0.24213,-0.59037,0.17289
-1.1121,-1.0195,-0.79085,0.16639,0.99561,0.80339
-1.7919,0.00814,0.29727,0.41555,0.6879,0.18508
1.7305,0.46314,0.17545,-0.58892,-0.8081,-0.55013
1.6032,-1.0622,-0.2959,-0.23825,-0.58538,0.15537
-1.1117,-1.0238,-0.77932,0.17543,0.99381,0.79733
-1.8116,0.14345,0.348,0.41857,0.65969,0.11172
1.7375,0.42829,0.17596,-0.57427,-0.79613,-0.54898
1.5907,-1.0863,-0.3153,-0.23975,-0.58916,0.18237
-1.1354,-1.0169,-0.74719,0.18489,0.98849,0.79135
-1.8041,0.0991,0.32509,0.4134,0.66638,0.13824
1.7354,0.43857,0.17152,-0.57517,-0.79694,-0.54683
1.5943,-1.082,-0.30582,-0.24213,-0.59037,0.17289
-1.1278,-1.0207,-0.75631,0.18302,0.99128,0.79339
-1.7919,0.00814,0.29727,0.41555,0.6879,0.18508
1.7354,0.43857,0.17152,-0.57517,-0.79694,-0.54683
1.5943,-1.082,-0.30582,-0.24213,-0.59037,0.17289
-1.1117,-1.0238,-0.77932,0.17543,0.99381,0.79733
-1.8116,0.14345,0.348,0.41857,0.65969,0.11172
